Distance from dealer,Sales Source,Free Shipping Cost,Stock Number,Car Class,Body,Color,Year,Make,Model,Mileage,Age,Trade ACV,Acquisition Cost,RECONDITIONING COST,Total Cost,Sale Price,Front Gross,Financing,warranty,insurance,other_products,Theft,Ultimate,Dent/Ding,Windshield,Tire/Wheel,Roadside,Bank Fees,Back Gross,Total Gross
8.024,Referral,,4R398634,"Car, Intermediate",4D Sedan,Black,14,TOYO,CAMR,18009,33,0,18670,245,19383,19991,733,437.98,1000,0,555,,,,,,,,1992.98,2725.98
0,Repeat Customer,,4S341404,"Truck, Large Pick-up",4D Crew Cab,White,14,RAMT,RAMT15,5799,51,16000,39990,565.74,41023.74,41788,889.26,1408.75,1000,0,0,,,,,,,,2408.75,3298.01
41.72,Website,,5KE37624,"Truck, Large Pick-up",4D SuperCrew,Green,13,FORD,F150,38059,145,25500,36830,588.47,37886.47,36893,-868.47,-52.38,0,0,0,,,,,,,,-52.38,-920.85
670.038,AutoTrader,350,5L571643,"SUV, Intermediate Sport Utility",4D Sport Utility,Red,13,JEEP,WRANU,37140,138,12500,32405,1723.79,34596.79,32997,-1474.79,0,0,0,0,,,,,,,,0,-1474.79
34.693,Known Other,,5S107476,"Car, Luxury Sport",2D Coupe,Red,14,PORS,911,11367,38,0,72030,589.83,73087.83,74993,2030.17,603,0,0,0,,,,,,,,603,2633.17
16.794,Cargurus,,5M829021,"Car, Compact",2D Convertible,Red,13,VW,BEET,17099,59,0,21280,483.11,22231.11,21793,-313.11,947.52,0,392,356,,,,,,,,1695.52,1382.41
296.875,Cars.com,150,5S325530,"Truck, Large Pick-up",4D Crew Cab,Gray,14,RAMT,RAMT15,10454,82,17500,33410,1626.79,35504.79,36997,1617.21,2139.48,1000,392,872,,,,,,,,4403.48,6020.69
229.198,Cars.com,,7C753547,"SUV, Compact Sport Utility",4D Sport Utility,Red,15,NISS,ROGUE,10056,33,5000,22500,426.92,23394.92,22993,-276.92,227,1000,392,872,,,,,,,,2491,2214.08
28.354,Cars.com,,5A468557,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,15,MB,GL450,11825,138,11500,61855,665.96,62988.96,60993,-1870.96,0,0,0,0,,,,,,,,0,-1870.96
21.062,Cars.com,,4M211799,"Car, Subcompact",4D Hatchback,,14,FORD,FIES,20706,82,0,18900,505.23,19873.23,19988,239.77,188,1000,0,0,,,,,,,,1188,1427.77
92.903,Craigslist,,70F95590,"SUV, Luxury Sport Utility",4D Sport Utility,White,15,BMW,X6,1511,19,0,57000,334.57,57802.57,59293,1615.43,1529.28,0,392,0,,,,,,,,1921.28,3536.71
17.271,eBay,,5C714749,"SUV, Intermediate Sport Utility",4D Sport Utility,Gray,11,JEEP,GRANC,44615,31,3500,25600,733.13,26801.13,27593,916.87,259.41,0,0,0,,,,,,,,259.41,1176.28
10.385,eBay,,4K527662,"Car, Subcompact",2D Convertible,Light Blue,12,SMRT,FORTWO,5359,45,0,9900,445.88,10813.88,11793,1104.12,237.72,0,0,555,,,,,,,,792.72,1896.84
23.942,eBay,,5U096107,"Car, Sport",2D Coupe,Silver,13,HYUN,GENECP,18750,143,15000,21050,1542.69,23060.69,23397,461.31,502.99,0,0,199,,,,,,,,701.99,1163.3
0,Craigslist,,5C449773,"SUV, Large Sport Utility",4D Sport Utility,White,14,DODG,DURA,20905,70,8000,29520,881.8,30869.8,30488,-256.8,548.28,1000,0,555,,,,,,,,2103.28,1846.48
24.575,AutoTrader,,5M621865,"Car, Luxury",4D Sedan,Silver,12,INFI,G37,4971,174,0,24955,324.48,25747.48,24993,-629.48,268.91,0,0,0,,,,,,,,268.91,-360.57
15.952,AutoTrader,,5T190128,"Car, Subcompact",2D Convertible,Charcoal,14,FIAT,500ABRTH,3589,101,9000,17175,198.75,17841.75,17493,-223.75,0,0,0,0,,,,,,,,0,-223.75
37.472,AutoTrader,,4C776694,"Car, Compact",4D Sedan,Silver,12,TOYO,COROL,17479,133,3000,14560,917.42,15945.42,15593,-227.42,0,0,0,0,,,,,,,,0,-227.42
1408.315,Cargurus,750,4F239701,"Truck, Large Pick-up",4D Crew Cab,Black,12,GMC,SIER25,21506,48,0,48170,1634.92,50272.92,49997,-150.92,0,0,0,0,,,,,,,,0,-150.92
29.278,Cars.com,,5N608318,"SUV, Large Sport Utility",4D Sport Utility,White,14,NISS,ARMADA,16515,91,5100,41250,372.13,42090.13,40993,-972.13,625.2,1000,0,555,,,,,,,,2180.2,1208.07
32.259,eBay,,4F516666,"Truck, Large Pick-up",4D Crew Cab,White,15,CHEV,SL35HD,4059,20,27000,47525,293.75,48286.75,49991,1829.25,478.99,0,0,0,,,,,,,,478.99,2308.24
4.175,Google,,5H288745,"Car, Intermediate",4D Sedan,White,14,CHRY,300,22545,139,0,20295,515.79,21278.79,21388,234.21,325.03,1000,392,555,,,,,,,,2272.03,2506.24
209.971,AutoTrader,,5FA11204,"Truck, Large Pick-up",4D SuperCrew,Tan,14,FORD,F150,25489,36,11000,50005,922.16,51395.16,56171,4900.84,300,0,0,356,,,,,,,,656,5556.84
64.281,Known Other,,4M790135,"Car, Luxury Sport",2D Convertible,Blue,13,NISS,370Z,1117,43,7500,30580,785.75,31833.75,33993,2284.25,185.06,0,0,0,,,,,,,,185.06,2469.31
114.901,Cargurus,,5L061512,"Car, Luxury High",4D Hatchback,Brown,11,PORS,PANA,14205,83,16000,56150,1711.17,58329.17,59788,1583.83,0,0,0,555,,,,,,,,555,2138.83
8.024,Cars.com,,5U447324,"Car, Intermediate",4D Sedan,White,14,TOYO,CAMR,8026,21,11000,17290,787.17,18545.17,18593,172.83,174.33,1000,0,0,,,,,,,,1174.33,1347.16
35.106,eBay,,4DA79852,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E250,8386,20,0,19700,208.35,20376.35,21793,1541.65,150,0,0,0,,,,,,,,150,1691.65
15.952,eBay,,7G563244,"Truck, Large Pick-up",4D Crew Cab,Gray,14,GMC,SIER15,4925,34,36000,38800,527.32,39795.32,40493,822.68,404.07,0,0,0,,,,,,,,404.07,1226.75
698.94,eBay,400,4DA53998,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E250,12336,20,0,19100,344,19912,20991,1204,702,0,0,0,,,,,,,,702,1906
993.718,eBay,500,5L222751,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,14,JEEP,WRANU,678,26,25500,41295,1147.75,42910.75,43993,1207.25,0,0,0,0,,,,,,,,0,1207.25
860.935,eBay,450,1R197029,"SUV, Large Sport Utility",4D Sport Utility,,13,GMC,YUKON,18686,42,0,42500,1197.57,44165.57,44491,450.43,0,0,0,0,,,,,,,,0,450.43
0,Dealer,,5C212468,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,14,JEEP,GRANC,24369,69,0,30120,265.75,30853.75,31700,971.25,0,0,0,0,,,,,,,,0,971.25
19.441,AutoTrader,,9C211532,"SUV, Intermediate Sport Utility",4D Sport Utility,Red,14,JEEP,GRANC,12069,49,12500,35500,391.26,36359.26,37993,1758.74,200,1000,0,555,,,,,,,,1755,3513.74
227.123,eBay,200,5L060730,"Car, Luxury High",4D Hatchback,Gray,12,PORS,PANA,6251,36,47000,58205,1234.66,59907.66,61991,2208.34,0,0,0,555,,,,,,,,555,2763.34
120.037,eBay,150,4S570505,"SUV, Luxury Sport Utility",4D Sport Utility,Blue,14,CADI,SRX,3908,41,0,36570,293.75,37331.75,37993,786.25,0,0,0,0,,,,,,,,0,786.25
35.106,eBay,,5GC06158,"Car, Luxury Sport",2D Coupe,Silver,7,ASTO,VANTAGE,6005,100,0,55300,997.79,56765.79,55993,-647.79,0,0,0,0,,,,,,,,0,-647.79
21.427,Known Other,,8R004881,"SUV, Luxury Sport Utility",4D Sport Utility,White,15,AUDI,Q3,3488,50,0,32500,615.11,33583.11,36993,3534.89,0,900,0,555,,,,,,,,1455,4989.89
24.852,Craigslist,,4A079661,"Car, Luxury Sport",2D Coupe,Black,11,AUDI,S5QUAT,20415,36,55000,34300,1182.66,35950.66,36993,1167.34,302.58,1000,0,555,,,,,,,,1857.58,3024.92
334.969,Repeat Customer,150,1G191258,"Truck, Large Pick-up",4D Crew Cab,,15,CHEV,SILV15,13657,47,0,34000,948,35416,35693,402,0,0,0,0,,,,,,,,0,402
24.742,AutoTrader,,4DA79853,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E250,9061,21,0,19700,308.24,20476.24,21696,1344.76,0,0,0,0,,,,,,,,0,1344.76
18.78,AutoTrader,,5WM04459,"SUV, Compact Sport Utility",4D Sport Utility,Blue,12,MINI,CNTYMN,21077,21,0,16995,971.41,18434.41,18994,684.59,349.44,0,0,0,,,,,,,,349.44,1034.03
37.01,Cargurus,,1FC45661,"Truck, Large Pick-up",4D SuperCrew,,10,FORD,F150,64740,37,0,16500,634.08,17602.08,19993,2515.92,0,0,0,0,,,,,,,,0,2515.92
21.212,Cargurus,,1KF70746,"Truck, Large Pick-up",4D SuperCrew,Gray,13,FORD,F150,13706,23,8000,34000,434.24,34902.24,36980,2202.76,537.75,1000,0,0,,,,,,,,1537.75,3740.51
1573.614,eBay,500,5C207475,"SUV, Intermediate Sport Utility",4D Sport Utility,,14,JEEP,GRANC,12523,85,0,55365,991.04,56824.04,56788,88.96,0,0,0,0,,,,,,,,0,88.96
233.906,Known Other,200,4U668270,"Car, Intermediate",4D Sedan,Gold,13,TOYO,CAMR,26617,112,0,14835,1254.86,16557.86,15988,-444.86,259.98,1000,595,872,,,,,,,,2726.98,2282.12
17.792,AutoTrader,,5E716956,"Car, Luxury Sport",2D Convertible,,12,BMW,Z4S28I,6999,86,0,33980,321.29,34769.29,34994,349.71,0,0,0,0,,,,,,,,0,349.71
13.946,Repeat Customer,,4DA80836,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E250,7989,22,0,19725,283.24,20476.24,21994,1642.76,0,0,0,0,,,,,,,,0,1642.76
28.354,AutoTrader,,4KD16506,"Truck, Large Pick-up",2D Standard Cab,White,14,FORD,F150,14909,98,0,17350,1323.15,19141.15,18993,-23.15,0,0,0,0,,,,,,,,0,-23.15
38.83,AutoTrader,,5M634271,"Car, Luxury Sport",2D Coupe,White,14,NISS,370Z,8987,23,0,29955,326.09,30749.09,30996,371.91,383.88,1000,0,555,,,,,,,,1938.88,2310.79
10.385,Cargurus,,5M201930,"Car, Luxury",2D Convertible,Black,12,INFI,G37,25075,29,0,26175,879.31,27522.31,28993,1595.69,0,0,0,555,,,,,,,,555,2150.69
15.539,Cars.com,,4WR40196,"SUV, Compact Sport Utility",4D Sport Utility,Red,14,MINI,CNTYMN,7378,28,0,19450,403.06,20321.06,21793,1596.94,0,1000,645,0,,,,,,,,1645,3241.94
76.668,eBay,,4W625375,"SUV, Compact Sport Utility",4D Sport Utility,White,14,VW,TIGUAN,11211,98,8000,25445,512.06,26425.06,25993,-307.06,200,1000,0,555,,,,,,,,1755,1447.94
244.472,eBay,,4LA30482,"SUV, Luxury Sport Utility",4D Sport Utility,Brown,14,PORS,CAYEN,16715,50,0,52630,1009.36,54107.36,55893,1910.64,0,0,0,0,,,,,,,,0,1910.64
18.153,Google,,5U126164,"Car, Compact",4D Hatchback,Silver,12,CHEV,VOLT,9562,21,0,15375,630.65,16473.65,17794,1445.35,0,1000,0,555,,,,,,,,1555,3000.35
23.603,TrueCar,,1M880153,"Car, Luxury Sport",2D Coupe,,13,NISS,370Z,43745,41,0,20000,1039.45,21507.45,22796,1413.55,0,1000,442,872,,,,,,,,2314,3727.55
26.811,TrueCar,,1B096027,"SUV, Compact Sport Utility",4D Sport Utility,,15,BUIC,ENCR,3850,34,7500,19000,326.28,19794.28,20993,1323.72,0,0,0,0,,,,,,,,0,1323.72
31.997,AutoTrader,,1C276416,"SUV, Intermediate Sport Utility",4D Sport Utility,Dark Blue,14,JEEP,GRANC,19012,50,20000,34000,864.5,35332.5,35395,187.5,398.58,0,392,0,,,,,,,,790.58,978.08
6.819,AutoTrader,,4T018809,"Car, Compact",4D Hatchback,White,12,NISS,LEAF,37143,40,0,8640,549.78,9657.78,10493,960.22,0,1000,0,0,,,,,,,,1000,1960.22
77.587,AutoTrader,,7N904860,"Car, Luxury Sport",4D Hatchback,Black,14,AUDI,RS7QT,12649,55,71500,97300,1067.78,98835.78,95695,-3015.78,4007.23,0,0,555,,,,,,,,4562.23,1546.45
212.29,AutoTrader,,4C820852,"Car, Luxury High",4D Sedan,Black,13,BMW,535I,12963,138,0,40405,513.56,41386.56,39993,-1268.56,150,0,0,0,,,,,,,,150,-1118.56
9.553,AutoTrader,,4M932479,"Car, Luxury",4D Sedan,Black,12,INFI,G37,30351,52,8500,20525,1255.93,22248.93,21495,-628.93,79.64,2012,0,356,,,,,,,,2447.64,1818.71
351.714,Cargurus,,4U016715,"Car, Sport",4D Sedan,Black,12,MITS,LANCEV,19309,96,0,26140,1910.12,28518.12,27993,-400.12,0,1000,0,555,,,,,,,,1555,1154.88
156.078,Cargurus,150,50B02020,"SUV, Luxury Sport Utility",4D Sport Utility,,13,BMW,X5X35I,36107,87,0,32000,1498.53,33966.53,34988,1146.47,450.07,0,0,555,,,,,,,,1005.07,2151.54
1301.546,Cargurus,750,4EA20552,"Truck, Large Pick-up",4D Crew Cab,Black,12,FORD,F350,31406,179,10000,43925,2334.64,46727.64,44895,-1707.64,1434.38,1000,0,555,,,,,,,,2989.38,1281.74
34.693,Cars.com,,4S502016,"Van, Small Van",4D Passenger Van,Gray,14,TOYO,SIENNA,369,40,0,29580,446.89,30494.89,31993,1623.11,300,1000,0,0,,,,,,,,1300,2923.11
27.043,eBay,,4T002389,"Car, Compact",4D Hatchback,Blue,11,NISS,LEAF,31830,46,0,8025,701.35,9194.35,9993,923.65,0,0,0,0,,,,,,,,0,923.65
8.106,eBay,,5U095502,"Car, Sport",2D Coupe,Black,13,HYUN,GENECP,5653,46,0,20285,664.74,21417.74,22993,1700.26,1123.92,1000,392,0,,,,,,,,2515.92,4216.18
877.133,eBay,750,4C141293,"Car, Intermediate",4D Sedan,Black,13,VW,PASSV,42880,61,0,19725,1658.24,21851.24,20993,-733.24,0,0,0,0,,,,,,,,0,-733.24
0,eBay,,5W153163,"SUV, Compact Sport Utility",4D Sport Utility,Gray,15,TOYO,RAV4,2615,54,3500,21425,293.75,22186.75,22495,433.25,314.28,1000,0,555,,,,,,,,1869.28,2302.53
0,eBay,,5R202758,"SUV, Luxury Sport Utility",4D Sport Utility,Red,14,CADI,ESCAL,28108,87,6500,46805,384.27,47657.27,48894,1361.73,560.45,1100,392,555,,,,,,,,2607.45,3969.18
7.503,eBay,,1FC02819,"Truck, Large Pick-up",4D SuperCrew,,13,FORD,F150,28976,22,10900,23000,671.72,24139.72,25593,1578.28,1689.41,1000,392,0,,,,,,,,3081.41,4659.69
800.432,eBay,450,9W273356,"SUV, Compact Sport Utility",4D Sport Utility,Orange,12,NISS,ROGUE,24424,30,0,13500,1897.44,15865.44,15794,53.56,100,0,0,0,,,,,,,,100,153.56
19.749,Google,,5D011152,"SUV, Luxury Sport Utility",4D Sport Utility,White,13,AUDI,Q730,14785,24,7000,42985,580.99,44033.99,44995,1086.01,376.32,0,0,0,,,,,,,,376.32,1462.33
4.175,eBay,,5U811089,"Car, Intermediate",4D Sedan,White,14,TOYO,CAMR,13778,27,0,17090,424.89,17982.89,17995,137.11,199,0,392,0,,,,,,,,591,728.11
7.503,AutoTrader,,7X136463,"Truck, Small Pick-up",4D Double Cab,Gray,15,TOYO,TACO,569,19,19000,33300,293.75,34061.75,36980,3043.25,752.92,1000,538,555,,,,,,,,2845.92,5889.17
237.772,eBay,300,4Z215025,"Truck, Large Pick-up",4D Double Cab,Silver,15,CHEV,SILV15,141,56,0,28415,674.75,29557.75,29893,460.25,462.78,0,0,0,,,,,,,,462.78,923.03
6.819,Cargurus,,5W105325,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,12,NISS,MURAN,44780,138,0,20325,1164.62,21957.62,20895,-937.62,0,0,0,0,,,,,,,,0,-937.62
1465.19,eBay,,4FB32394,"Truck, Large Pick-up",4D SuperCrew,White,14,FORD,F150,15904,161,0,31625,335.63,32428.63,30493,-1810.63,250,1000,392,0,,,,,,,,1642,-168.63
9.553,TrueCar,,4R174535,"Car, Intermediate",4D Sedan,Blue,14,FORD,FUSN,27160,85,1000,16000,1034.9,17502.9,16894,-483.9,0,0,0,0,,,,,,,,0,-483.9
1621.935,eBay,750,5L005013,"SUV, Compact Sport Utility",4D Sport Utility,Green,12,HOND,CRV,14932,159,0,20350,1507.21,22325.21,20593,-1607.21,0,0,0,0,,,,,,,,0,-1607.21
353.106,Cars.com,350,4LB51724,"Car, Luxury Sport",2D Convertible,White,13,JAGU,XK,3745,54,0,60205,994.14,61667.14,61993,450.86,0,0,0,0,,,,,,,,0,450.86
283.864,eBay,300,9J302486,"SUV, Intermediate Sport Utility",4D Sport Utility,Maroon,11,BUIC,ENCL,60451,47,8000,19500,619,20587,21891,1429,612.66,0,0,0,,,,,,,,612.66,2041.66
4.175,AutoTrader,,5N138499,"Car, Intermediate",4D Sedan,White,14,DODG,AVEN,4217,116,0,14375,558.66,15401.66,14788,-488.66,466.75,1000,0,555,,,,,,,,2021.75,1533.09
4.988,Cargurus,,7A163752,"Car, Luxury High",4D Sedan,,10,MB,E550W,53736,53,0,27000,828.6,28296.6,27993,-178.6,0,1000,0,0,,,,,,,,1000,821.4
413.594,eBay,300,9K132341,,2D Coupe,Red,65,PONT,GTO,12399,67,0,35000,1390.59,36858.59,39993,3259.41,0,0,0,0,,,,,,,,0,3259.41
4.988,AutoTrader,,4M303334,"Car, Luxury",4D Sedan,Silver,13,INFI,G37,13660,54,13000,23530,513.89,24511.89,24995,608.11,200,1000,0,872,,,,,,,,2072,2680.11
21.731,eBay,,1J268516,"SUV, Intermediate Sport Utility",4D Sport Utility,,12,GMC,ACADIA,26375,85,0,28500,1448.25,30416.25,31994,1702.75,447.13,0,0,356,,,,,,,,803.13,2505.88
5.141,eBay,,4L106540,"Car, Compact",4D Sedan,Silver,13,FORD,FOCUS,39098,41,500,10205,664.71,11337.71,11488,275.29,150,0,392,0,,,,,,,,542,817.29
820.142,eBay,750,5U165023,"Car, Compact",4D Sedan,Silver,14,HYUN,ELAN,3090,126,0,15260,1025.98,16753.98,15488,-1140.98,0,0,0,0,,,,,,,,0,-1140.98
28.354,AutoTrader,,5M881325,"Car, Luxury Sport",2D Coupe,Red,13,NISS,370Z,923,56,0,33210,459.39,34137.39,32495,-1517.39,793.95,1000,396,555,,,,,,,,2744.95,1227.56
22.907,Referral,,4R383953,"Car, Intermediate",4D Sedan,Blue,14,TOYO,CAMR,269,42,0,19765,293.75,20526.75,21695,1293.25,0,0,0,0,,,,,,,,0,1293.25
837.412,eBay,,5D014968,"SUV, Luxury Sport Utility",4D Sport Utility,Brown,14,AUDI,Q730TD,17254,69,0,52680,618.64,53766.64,53993,351.36,0,0,0,0,,,,,,,,0,351.36
1240.18,eBay,450,5B084951,"Car, Luxury High",4D Sedan,Black,15,MB,E350W,798,42,0,45930,1128.59,47526.59,47993,591.41,0,0,0,0,,,,,,,,0,591.41
176.144,eBay,150,4M635180,"Car, Luxury Sport",2D Coupe,White,14,NISS,370Z,5981,92,0,31630,703.36,32801.36,30488,-2188.36,1154.18,0,0,555,,,,,,,,1709.18,-479.18
175.839,Cargurus,150,4S122902,"SUV, Intermediate Sport Utility",4D Sport Utility,Blue,15,TOYO,HIGHLN,4832,42,7000,40030,1487.11,41985.11,40595,-1265.11,250,0,0,0,,,,,,,,250,-1015.11
725.379,eBay,200,1K420972,"Car, Subcompact",2D Coupe,,11,SMRT,FORTWO,14845,77,0,6000,765.27,7233.27,7793,684.73,100,1000,392,356,,,,,,,,1848,2532.73
0,Cars.com,,1G314987,"Car, Intermediate",4D Sedan,,14,KIA,OPTIMA,16709,99,500,17500,402.37,18370.37,17978,-267.37,562.5,0,392,0,,,,,,,,954.5,687.13
490.482,eBay,300,5A006319,"Car, Intermediate",2D Coupe,Black,15,HOND,ACCO,6494,43,0,19850,1238.8,21556.8,21795,363.2,0,0,0,199,,,,,,,,199,562.2
695.363,eBay,500,5M703433,"Car, Compact",4D Wagon,White,12,VW,JETT,35786,93,0,18895,1381.21,20744.21,18688,-1931.21,155,0,0,0,,,,,,,,155,-1776.21
5.796,Cars.com,,5A022727,"Car, Luxury Sport",2D Coupe,White,14,AUDI,S5QUAT,6710,99,6000,47655,453.15,48576.15,48987,535.85,0,0,0,0,,,,,,,,0,535.85
1415.997,eBay,750,1H201970,"Car, Compact",4D Hatchback,White,13,SUBA,IMPR,77305,48,0,12000,2079.83,14547.83,14493,70.17,692.36,1000,0,199,,,,,,,,1891.36,1961.53
1457.53,eBay,750,7MK02500,"Car, Luxury Sport",2D Convertible,Black,14,JAGU,FTYPE,1830,22,34000,73300,293.75,74061.75,75444,1507.25,0,0,0,0,,,,,,,,0,1507.25
1675.685,eBay,750,5N904790,"Car, Luxury Sport",4D Hatchback,Red,14,AUDI,S740TQ,3891,72,31000,101555,1876.66,103899.66,103996,221.34,0,0,0,555,,,,,,,,555,776.34
28.354,AutoTrader,,5W582231,"SUV, Compact Sport Utility",4D Sport Utility,White,15,VW,TIGUAN,148,78,1500,27100,248.75,27816.75,28993,1301.25,468.94,0,0,0,,,,,,,,468.94,1770.19
6.819,Cargurus,,5J239538,"SUV, Intermediate Sport Utility",4D Sport Utility,White,15,GMC,ACADIA,4937,24,0,41175,260.25,41903.25,43993,2214.75,1496.7,1000,392,555,,,,,,,,3443.7,5658.45
16.062,Cargurus,,9B028751,"Van, Small Van",4D Passenger Van,White,10,HOND,ODYS,80378,28,4000,11500,1569.23,13537.23,14388,975.77,821.7,0,417,0,,,,,,,,1238.7,2214.47
185.201,eBay,200,5F112931,"Truck, Large Pick-up",4D Crew Cab,Maroon,13,GMC,SIER25,18678,149,0,46635,815.98,47918.98,47794,0.02,1064.1,1000,0,555,,,,,,,,2619.1,2619.12
1479.874,AutoTrader,,1BB23135,"SUV, Intermediate Sport Utility",4D Sport Utility,,8,FORD,EDGE,83522,21,0,9000,325,9793,10305,637,0,0,0,0,,,,,,,,0,637
10.385,Cars.com,,4F285333,"Car, Luxury High",2D Coupe,Silver,14,MB,E350C4,215,11,0,45285,393.88,46146.88,47994,1972.12,545.07,1000,392,0,,,,,,,,1937.07,3909.19
38.131,Repeat Customer,,5FA15847,"Truck, Large Pick-up",4D SuperCrew,Blue,12,FORD,F150,18199,129,3000,28195,1155.1,29818.1,28994,-699.1,250,0,0,0,,,,,,,,250,-449.1
39.872,eBay,,1K204600,"SUV, Intermediate Sport Utility",4D Sport Utility,,14,TOYO,FJCR,11206,27,0,32500,384.1,33352.1,34988,1760.9,0,0,0,0,,,,,,,,0,1760.9
193.754,Cargurus,,5L044615,"Car, Luxury High",4D Hatchback,,14,PORS,PANAH,5796,92,39000,74945,288.77,75701.77,78887,3310.23,0,0,0,0,,,,,,,,0,3310.23
14.716,Craigslist,,5V100125,"Car, Luxury Sport",2D Coupe,Black,10,DODG,VIPED,12145,18,0,61250,476.98,62194.98,65994,3924.02,1787.57,0,392,555,,,,,,,,2734.57,6658.59
28.835,eBay,,5EF07119,"SUV, Large Sport Utility",4D Sport Utility,Black,15,FORD,EXPED,19396,37,6000,45550,470.57,46488.57,48795,2431.43,0,0,0,356,,,,,,,,356,2787.43
20.536,Known Other,,5H099997,"Car, Intermediate",4D Sedan,White,15,HYUN,SONA,7069,53,0,20830,322.23,21620.23,21993,497.77,295.57,1000,0,0,,,,,,,,1295.57,1793.34
151.931,AutoTrader,,5R135396,"Van, Small Van",4D Passenger Van,Black,14,VW,ROUTAN,27179,119,8000,24530,992.54,25990.54,25978,112.46,456.26,1000,0,555,,,,,,,,2011.26,2123.72
0,Cargurus,,4F287061,"Car, Intermediate",4D Sedan,Purple,14,BUIC,LACRO,15144,53,0,27880,345.22,28693.22,29593,1024.78,598.06,0,467,0,,,,,,,,1065.06,2089.84
15.597,Cargurus,50,4W636082,"SUV, Compact Sport Utility",4D Sport Utility,White,15,JEEP,CHER,10107,50,0,24380,434.55,25282.55,24895,-262.55,150,1000,0,555,,,,,,,,1705,1442.45
1642.798,eBay,600,5N541160,"Car, Intermediate",4D Sedan,,12,NISS,ALTIMA,28459,100,1500,12450,1889.54,14807.54,13793,-889.54,50,0,0,0,,,,,,,,50,-839.54
17.056,AutoTrader,,5N325664,"Car, Intermediate",4D Sedan,Silver,15,NISS,ALTIMA,22115,31,0,14660,657.6,15785.6,15395,-265.6,361.83,0,0,0,,,,,,,,361.83,96.23
45,Cargurus,,4C448100,"Car, Luxury High",4D Sedan,Black,12,BMW,750LI,28428,116,0,62930,1566.97,64964.97,59978,-4861.97,579.9,1000,392,555,,,,,,,,2526.9,-2335.07
15.059,Cars.com,,5H204479,"Car, Sport",2D Coupe,White,12,DODG,CHAL,4792,37,0,38160,776.73,39404.73,39895,615.27,0,0,0,0,,,,,,,,0,615.27
187.619,AutoTrader,150,5G336068,"Truck, Large Pick-up",4D Mega Cab,White,12,RAMT,RAMT25,7700,182,0,47375,1493.78,49336.78,50695,1483.22,0,0,0,0,,,,,,,,0,1483.22
301.932,AutoTrader,,4C286737,"SUV, Large Sport Utility",4D Sport Utility,Gray,14,DODG,DURA,23679,29,0,29460,492.02,30420.02,29994,-301.02,300,1000,0,356,,,,,,,,1656,1354.98
9.12,AutoTrader,,4M627237,"Car, Luxury",4D Sedan,Red,12,INFI,G37,16278,58,0,21530,833.63,22831.63,23396,689.37,0,0,0,0,,,,,,,,0,689.37
29.277,AutoTrader,,1Y109138,"Car, Luxury Sport",2D Convertible,,3,FORD,THUN,46670,30,0,14000,1527,15995,15988,118,0,0,0,555,,,,,,,,555,673
857.398,eBay,750,5M564193,"Car, Luxury Sport",2D Coupe,,12,NISS,370Z,22581,103,0,26378,1813,28659,24487,-4047,1210,1000,392,872,,,,,,,,3474,-573
23.603,Cargurus,,5C779756,"SUV, Intermediate Sport Utility",4D Sport Utility,White,15,JEEP,GRANC,526,32,2500,28720,399,29587,30988,1526,0,0,0,555,,,,,,,,555,2081
11.009,AutoTrader,,4D532275,"SUV, Compact Sport Utility",4D Sport Utility,Gray,14,JEEP,PATRIO,13298,47,7500,18045,958,19471,18995,-351,535,0,570,0,,,,,,,,1105,754
24.127,Craigslist,,4F260274,"Car, Intermediate",4D Sedan,Silver,14,CHEV,MALI,41200,51,0,13940,1276,15684,16388,829,252,1000,0,0,,,,,,,,1252,2081
6.819,TrueCar,,7E060434,"Car, Compact",4D Sedan,Red,13,HOND,CIVI,6978,20,0,13500,516,14484,15694,1335,152,0,0,0,,,,,,,,152,1487
18.322,AutoTrader,,1T109953,"SUV, Compact Sport Utility",4D Sport Utility,Black,12,NISS,JUKE,69539,48,0,12000,2037,14505,15994,1614,397,1000,0,872,,,,,,,,2269,3883
191.584,AutoTrader,,4N478057,"Car, Intermediate",4D Sedan,Gray,12,NISS,ALTIMA,30203,165,0,12800,391,13659,13395,-139,0,0,0,0,,,,,,,,0,-139
93.463,Cargurus,,4EF52453,"SUV, Large Sport Utility",4D Sport Utility,Black,14,FORD,EXPED,34021,65,0,36065,956,37489,38594,1230,0,0,0,555,,,,,,,,555,1785
156.551,eBay,,5A117743,"Car, Luxury",4D Sedan,Black,12,AUDI,A420QT,32529,46,18000,21530,1300,23298,22988,-185,0,1000,0,555,,,,,,,,1555,1370
170.028,Cargurus,,5FB51620,"Truck, Large Pick-up",4D SuperCrew,White,13,FORD,F150,39509,39,14000,48630,801,49899,50995,1221,427.13,1000,0,872,,,,,,,,2299.13,3520.13
173.698,AutoTrader,250,7X625337,"Car, Intermediate",4D Sedan,Gray,9,MERC,GMARQ,12119,20,,12500,779,13747,15794,2172,0,0,0,356,,,,,,,,356,2528
