Distance from dealer,Sales Source,Free Shipping Cost,Stock Number,Car Class,Body,Color,Year,Make,Model,Mileage,Age,Trade ACV,Acquisition Cost,RECONDITIONING COST,Total Cost,Sale Price,Front Gross,Financing,warranty,insurance,other_products,Theft,Ultimate,Dent/Ding,Windshield,Tire/Wheel,Roadside,Bank Fees,Back Gross,Total Gross
1226.564,eBay,450,1LJ35654,"SUV, Luxury Sport Utility",4D Sport Utility,,8,BMW,X6X35I,57200,10,,24500,1765.76,26683.76,27994,1435.24,1535.18,0,0,0,,,,,,,,1535.18,2970.42
214.387,Cargurus,0,5A370551,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,MLT,GL4504,10512,5,,66160,480.07,67058.07,68387,1453.93,0,0,0,0,,,,,,,,0,1453.93
627.584,eBay,400,5S483107,"Van, Small Van",4D Passenger Van,Gray,14,TOYO,SIENNA,8124,31,,29995,1260.94,31673.94,31955,406.06,0,0,0,0,,,,,,,,0,406.06
27.039,Dealer,0,5DA31287,"Van, Full Size Vans",3D Cargo Van,White,14,FORD,E250,11460,28,,21260,465.38,22143.38,23386,1242.62,0,0,0,0,,,,,,,,0,1242.62
647.668,eBay,400,5S112945,"SUV, Large Sport Utility",4D Sport Utility,White,15,TOYO,SEQUOI,8069,15,21000,57330,955.49,58703.49,58999,420.51,0,0,0,0,,,,,,,,0,420.51
157.374,eBay,0,1FD81712,"Truck, Large Pick-up",4D SuperCrew,,13,FORD,F150,24250,38,,23000,967.03,24385.03,25613,1352.97,658.22,1000,392,555,,,,,,,,2605.22,3958.19
246.754,Cars.com,0,4E385414,"Car, Luxury Sport",2D Convertible,Blue,13,BMW,Z4S35I,8029,34,24500,38605,280.52,39303.52,40987,1808.48,320.82,0,0,555,,,,,,,,875.82,2684.3
1461.295,eBay,450,4C688885,"SUV, Intermediate Sport Utility",4D Sport Utility,White,13,NISS,PATH,23459,11,4000,23980,1241.87,25639.87,26980,1465.13,0,0,0,0,,,,,,,,0,1465.13
668.728,eBay,400,5P803284,"Car, Luxury Sport",4D Sedan,Blue,15,BMW,M3,12895,5,11000,59316,1811.36,61545.36,61678.3,257.94,0,0,0,0,,,,,,,,0,257.94
7.556,Cargurus,0,4UA33516,"Truck, Small Pick-up",4D Sport Utility,Blue,10,FORD,EXPLST,93775,79,,19065,785.19,20268.19,20599,455.81,0,0,0,555,,,,,,,,555,1010.81
0,Dealer,0,5BA74949,"SUV, Intermediate Sport Utility",4D Sport Utility,White,14,FORD,EDGE,19706,118,,30455,450.56,31323.56,31300,-23.56,0,0,0,0,,,,,,,,0,-23.56
7.045,eBay,0,1B018510,,,Black,14,DUCA,1199,464,9,,16000,532,16950,17500,675,0,0,0,0,,,,,,,,0,675
18.611,AutoTrader,0,5F079372,"Car, Luxury Sport",2D Convertible,Black,14,MB,SLK250,5129,72,29000,37605,385.56,38408.56,39416,1132.44,0,0,0,0,,,,,,,,0,1132.44
431.641,eBay,400,4H516950,"SUV, Luxury Sport Utility",4D Sport Utility,Silver,12,ACUR,MDX,20989,28,,31730,1397.8,33545.8,33463,42.2,150,1000,0,0,,,,,,,,1150,1192.2
7.514,eBay,0,4K193462,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,14,TOYO,FJCR,16578,15,,32470,332.13,33220.13,34720,1624.87,0,0,0,555,,,,,,,,555,2179.87
297.968,eBay,0,5H842980,"Car, Intermediate",4D Sedan,White,14,HYUN,SONA,2231,21,22000,22645,768.35,23831.35,24280,573.65,463.52,0,0,0,,,,,,,,463.52,1037.17
26.811,Cargurus,0,5N237427,"Car, Intermediate",4D Sedan,Silver,14,CHRY,200CH,33128,31,,12325,162.62,12905.62,13770,989.38,748.44,0,0,555,,,,,,,,1303.44,2292.82
384.66,eBay,400,5G211767,"Truck, Large Pick-up",4D Crew Cab,Maroon,14,CHEV,SILV15,14688,32,,39600,1161.39,41179.39,40999,-55.39,342.05,1000,0,0,,,,,,,,1342.05,1286.66
382.516,Cargurus,200,5C588221,"SUV, Intermediate Sport Utility",4D Sport Utility,Brown,14,JEEP,GRANC,20772,30,18000,42075,822.11,43315.11,43746,555.89,0,2077,0,330,,,,,,,,2407,2962.89
779.056,Craigslist,200,1G341504,"Truck, Large Pick-up",4D Crew Cab,,12,DODG,RAM35,20410,27,,35000,990.23,36408.23,38249,1965.77,0,0,0,0,,,,,,,,0,1965.77
1589.09,eBay,750,5F024577,"Car, Luxury Sport",2D Convertible,Gray,12,MB,SLK350,10213,87,,35630,142.17,36190.17,36979,913.83,0,1000,0,356,,,,,,,,1356,2269.83
35.138,eBay,0,8EB21996,"Truck, Large Pick-up",4D Crew Cab,White,14,FORD,F250,6926,16,36000,51000,355.34,51773.34,52995,1346.66,300,0,0,555,,,,,,,,855,2201.66
33.55,eBay,0,5V605629,"Car, Luxury Sport",2D Convertible,Yellow,0,PLYM,PROWP,22300,19,,26305,897.84,27620.84,29293,1797.16,0,1000,0,0,,,,,,,,1000,2797.16
172.918,Cargurus,0,4S205390,"Truck, Large Pick-up",4D Crew Cab,Red,14,RAMT,RAMT15,18552,64,,27840,904.36,29162.36,29887,849.64,995.33,1000,417,885,,,,,,,,3297.33,4146.97
19.736,Cargurus,0,4D004155,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,13,AUDI,Q730TD,22001,145,15000,45740,741.84,46899.84,46921,146.16,0,0,0,0,,,,,,,,0,146.16
5.141,AutoTrader,0,4S513387,"Truck, Large Pick-up",4D Crew Cab,White,13,RAMT,RAMT15,28732,37,18000,25125,697.12,26240.12,27499,1383.88,456.12,1000,392,555,,,,,,,150,2553.12,3937
21.606,Cargurus,100,5L060477,"Car, Luxury High",4D Hatchback,Gray,12,PORS,PANA,7949,31,,63800,892.13,65110.13,67688,2702.87,0,0,0,0,,,,,,,,0,2702.87
31.143,Cargurus,0,5F001868,"Car, Luxury Sport",2D Convertible,Black,13,MB,SL550,3437,30,32000,76550,1103.7,78071.7,77224,-722.7,500,1000,0,885,,,,,,,,2385,1662.3
0,Cars.com,0,5M301748,"Car, Luxury",4D Sedan,Red,13,INFI,G37,12899,43,,24165,625.33,25208.33,25499,415.67,428.82,1000,0,0,,,,,,,,1428.82,1844.49
4.166,Cargurus,0,5C214942,"Car, Intermediate",4D Sedan,Black,12,NISS,ALTIMA,28436,33,,13835,778.26,15031.26,13968,-938.26,200,0,0,0,,,,,,,,200,-738.26
11.005,Craigslist,0,4R176766,"SUV, Large Sport Utility",4D Sport Utility,White,14,GMC,YUKON,33829,71,3500,43500,767.11,44685.11,45968,1407.89,1089.06,0,0,0,,,,,,,,1089.06,2496.95
33.55,Cars.com,0,5H575156,"Car, Intermediate",4D Sedan,Brown,13,CHRY,300,14748,23,,20525,940.52,21883.52,21748,-10.52,186.48,0,392,555,,,,,,,,1133.48,1122.96
324.023,AutoTrader,0,1C262376,"Car, Intermediate",4D Sedan,,14,NISS,ALTIMA,11645,23,,21000,840.78,22258.78,22995,861.22,300,1000,0,356,,,,,,,,1656,2517.22
20.752,Cars.com,0,5A065609,"Car, Luxury High",4D Sedan,Black,10,MB,E350W,18073,29,3000,24690,1293.11,26401.11,26997,720.89,0,0,0,199,,,,,,,195,394,1114.89
14.589,Cargurus,0,4K163592,"SUV, Intermediate Sport Utility",4D Sport Utility,Orange,13,TOYO,FJCR,43605,16,15500,29535,794.5,30747.5,31998,1375.5,0,1000,0,0,,,,,,,,1000,2375.5
9.709,Unknown,0,5M301813,"Car, Luxury",4D Sedan,Red,13,INFI,G37,20714,73,,25580,559.64,26557.64,24998,-1434.64,673.68,1000,342,1085,,,,,,,,3100.68,1666.04
25.215,Cars.com,0,5M790589,"Car, Luxury Sport",2D Convertible,Silver,13,NISS,370Z,16499,7,6500,28980,249.24,29647.24,31980,2457.76,200,1000,0,199,,,,,,,,1399,3856.76
30.219,Cars.com,0,4X430425,"Truck, Large Pick-up",4D CrewMax,Black,15,TOYO,TUND,3139,16,5000,43000,265.62,43683.62,45630,2071.38,253.84,1000,0,0,,,,,,,,1253.84,3325.22
0,AutoTrader,0,1G015631,"Car, Intermediate",4D Sedan,,12,KIA,OPTIMA,70928,7,,11500,2365.18,14283.18,15780,1621.82,941.98,1000,392,555,,,,,,,195,3083.98,4705.8
4.744,AutoTrader,0,5N121425,"Car, Intermediate",4D Sedan,Black,12,CHRY,200CH,2579,25,,16575,1013.64,18006.64,17751,-130.64,965.66,0,392,555,,,,,,,,1912.66,1782.02
27.555,TrueCar,0,4F227875,"Car, Intermediate",4D Sedan,Silver,13,CHEV,MALI,25035,5,4500,15340,787.65,16545.65,16976,555.35,581.4,1000,392,885,,,,,,,75,2933.4,3488.75
587.625,Cars.com,450,4FC00166,"Truck, Large Pick-up",4D SuperCrew,White,12,FORD,F150,38026,157,,34905,2393.26,37716.26,35547,-2044.26,0,0,0,0,,,,,,,,0,-2044.26
1561.358,eBay,0,5EA63527,"Truck, Large Pick-up",4D Crew Cab,White,15,FORD,F350,18283,111,,42215,1697.03,44330.03,44417,211.97,2687.33,1000,0,0,,,,,,,,3687.33,3899.3
15.43,Cars.com,0,5R229541,"Car, Intermediate",4D Sedan,Black,14,FORD,FUSN,29896,25,,23990,1064.48,25472.48,25789,441.52,1431.51,1000,392,1085,,,,,,,,3908.51,4350.03
3051.654,eBay,750,4R673712,"Van, Small Van",4D Passenger Van,Goldmist,13,DODG,CARAG,40564,47,,13365,1824.72,15607.72,15496,13.28,0,0,0,0,,,,,,,,0,13.28
118.981,AutoTrader,150,5NP27588,"Car, Luxury",4D Sedan,Blue,14,BMW,328ISA,12054,10,8500,26180,568.62,27166.62,29980,2938.38,338.39,0,0,0,,,,,,,,338.39,3276.77
22.355,AutoTrader,0,5C097077,"SUV, Luxury Sport Utility",4D Sport Utility,Black,13,LEXU,RX350,16178,15,8000,34800,808.17,36026.17,37509,1607.83,100,1000,0,555,,,,,,,,1655,3262.83
359.403,AutoTrader,0,1W075551,"Car, Sport",4D Hatchback,White,13,VW,GOLFR,18793,11,5000,26000,1103.09,27521.09,28992,1595.91,284.77,0,0,555,,,,,,,,839.77,2435.68
229.266,eBay,150,5LA71236,"SUV, Luxury Sport Utility",4D Sport Utility,Blue,14,PORS,CAYEN,7214,14,,82495,457.75,83370.75,83888,642.25,0,0,0,555,,,,,,,,555,1197.25
1259.644,eBay,600,5R190449,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,13,CADI,ESCAL,33891,96,13500,48675,1579.12,50672.12,51445,897.88,531.2,0,0,356,,,,,,,,887.2,1785.08
0,Dealer,0,4U074830,"Car, Subcompact",4D Hatchback,Red,13,HYUN,ACCE,19450,136,,11405,598.27,12421.27,11431,-990.27,0,0,0,0,,,,,,,,0,-990.27
0,Dealer,0,5U074804,"Car, Luxury High",4D Sedan,White,14,HYUN,EQUUS,10885,131,,47205,981.78,48604.78,46722,-1882.78,0,0,0,0,,,,,,,,0,-1882.78
600.279,eBay,750,5M174988,"Car, Subcompact",4D Hatchback,Black,13,FORD,FIES,4630,28,,13250,1120.98,14788.98,13996,-667.98,0,0,0,0,,,,,,,,0,-667.98
237.219,eBay,150,5F169321,"Car, Luxury Sport",2D Convertible,Gray,12,MB,SL550,7604,7,23250,62480,1014.63,63912.63,63578,-209.63,0,1000,0,0,,,,,,,,1000,790.37
85.545,Cargurus,0,5G164140,"Truck, Large Pick-up",4D Crew Cab,White,14,RAMT,RAMT35,17443,75,6000,49650,724.28,50792.28,51899,1231.72,659.07,1000,0,555,,,,,,,,2214.07,3445.79
952.285,Cars.com,750,4E797004,"Car, Luxury Sport",2D Coupe,White,11,BMW,M3CP,19295,35,,42500,1949.96,44867.96,44372,-370.96,461.35,0,0,0,,,,,,,,461.35,90.39
1020.562,eBay,750,5H556044,"SUV, Compact Sport Utility",4D Sport Utility,White,14,SUBA,FOREST,5998,24,,24190,1580.25,26188.25,25895,-168.25,0,0,0,0,,,,,,,,0,-168.25
35.109,eBay,0,5N009703,"Car, Luxury High",4D Sedan,Black,13,AUDI,A630TQ,44350,162,3000,35145,3117.79,38680.79,34990,-3565.79,0,0,0,0,,,,,,,,0,-3565.79
759.284,eBay,350,5M761679,"Car, Luxury",4D Sedan,Silver,13,INFI,G37,15587,30,1600,24030,1349.97,25797.97,25755,82.03,0,0,0,0,,,,,,,,0,82.03
197.394,Cargurus,0,4G299285,"Truck, Large Pick-up",4D Crew Cab,Silver,12,DODG,RAM25,47565,58,,33570,850.71,34838.71,33977,-736.71,0,0,0,0,,,,,,,,0,-736.71
1463.702,eBay,450,1L180396,"SUV, Intermediate Sport Utility",4D Sport Utility,,14,JEEP,WRANU,8844,18,,34000,1156.39,35574.39,35899,449.61,731.84,0,0,0,,,,,,,,731.84,1181.45
1419.453,eBay,450,4FA07024,"Truck, Large Pick-up",4D SuperCrew,White,11,FORD,F150,53520,17,,41000,2327.94,43745.94,43499,-121.94,0,0,0,555,,,,,,,,555,433.06
24.742,Unknown,0,5U397609,"Car, Luxury",4D Sedan,Gray,11,TOYO,AVALO,43786,33,,19235,798.5,20451.5,19590,-736.5,0,0,0,0,,,,,,,,0,-736.5
22.796,AutoTrader,0,1A144938,"Car, Luxury High",4D Sedan,Silver,10,MB,E350W4,61937,32,6500,20100,1472.21,21990.21,22944,1078.79,1416.34,1000,392,555,,,,,,,,3363.34,4442.13
0,Dealer,0,5M701011,"Car, Luxury",4D Sedan,Black,12,INFI,G25,17909,81,,20755,282.69,21455.69,21600,144.31,0,0,0,0,,,,,,,,0,144.31
27.039,Dealer,0,4S707538,"Truck, Large Pick-up",4D Crew Cab,White,13,RAMT,RAMT15,19289,13,,33025,929.47,34372.47,33479,-893.47,0,0,0,0,,,,,,,,0,-893.47
1627.188,eBay,0,4M351888,"Car, Luxury",2D Convertible,Red,10,INFI,G37,53430,103,,20505,1642.78,22565.78,21949,-491.78,0,0,0,0,,,,,,,,0,-491.78
9.122,AutoTrader,0,4L197554,"Car, Compact",4D Hatchback,Blue,14,FORD,FOCUS,7355,142,16500,20915,1060.46,22393.46,20990,-1278.46,200,0,392,0,,,,,,,,592,-686.46
1401.544,eBay,750,5S121743,"Car, Luxury Sport",2D Coupe,Black,13,PORS,911,6891,90,47000,89940,1903.58,92261.58,92975,838.42,267,1000,0,0,,,,,,,,1267,2105.42
353.455,Cargurus,0,5H154452,"Car, Sport",2D Coupe,Black,14,DODG,CHAL,1590,35,,41195,248.75,41861.75,43241,1504.25,0,0,0,555,,,,,,,,555,2059.25
69.42,Unknown,0,5UD64178,"SUV, Compact Sport Utility",4D Sport Utility,White,13,FORD,ESCA,7496,6,7000,25050,295.25,25763.25,27444,1805.75,150,0,0,0,,,,,,,,150,1955.75
1076.494,eBay,550,4T133062,"Car, Subcompact",2D Convertible,Blue,11,MINI,COOPER,49605,17,,13590,2007.68,16015.68,16803,912.32,150,0,492,0,,,,,,,,642,1554.32
1329.751,eBay,350,5EA83024,"Truck, Large Pick-up",4D Crew Cab,Black,13,FORD,F350,14167,182,,47440,1475.29,49333.29,47437,-1771.29,0,0,0,0,,,,,,,,0,-1771.29
0,Dealer,0,5F136654,"Truck, Large Pick-up",4D Crew Cab,White,15,CHEV,SILV25,909,128,,44665,254,45337,45800,463,0,0,0,0,,,,,,,,0,463
24.575,eBay,0,5L254935,"Car, Compact",4D Hatchback,Black,13,FORD,FOCUS,5373,7,,16815,276.98,17509.98,17997,612.02,0,0,0,399,,,,,,,,399,1011.02
153.795,Cargurus,150,5G162515,"Truck, Large Pick-up",4D Crew Cab,Black,12,GMC,SIER15,38339,44,24000,33200,1155.54,34773.54,34823,174.46,0,0,0,0,,,,,,,,0,174.46
96.599,Unknown,0,4EF55260,"SUV, Large Sport Utility",4D Sport Utility,White,11,FORD,EXPDEL,40500,8,7000,28000,1542.77,29960.77,29975,139.23,281.88,0,0,555,,,,,,,,836.88,976.11
2196.088,eBay,750,4F234531,"Truck, Large Pick-up",4D Crew Cab,Maroon,13,GMC,SIER35,13010,44,,49555,286.57,50259.57,51445,1310.43,0,0,0,0,,,,,,,,0,1310.43
1419.35,eBay,750,4K013020,"SUV, Intermediate Sport Utility",4D Sport Utility,Green,13,TOYO,FJCR,45820,10,17500,27110,2296.31,29824.31,29980,280.69,252.9,0,0,0,,,,,,,,252.9,533.59
24.169,eBay,0,4K812861,"Car, Subcompact",2D Coupe,Red,15,SMRT,FORTWO,796,16,,11705,248.75,12371.75,12847,600.25,139,0,0,0,,,,,,,,139,739.25
1106.164,AutoTrader,750,1B114554,"Truck, Small Pick-up",2D Standard Cab,Yellow,5,CHEV,SSR,7216,111,,26500,2139.62,29057.62,29703.95,771.33,0,0,0,0,,,,,,,,0,771.33
647.668,AutoTrader,350,4R758480,"Van, Small Van",4D Passenger Van,Tan,11,CHRY,TOWNC,44390,164,,21110,1986.87,23514.87,20929,-2460.87,0,0,0,0,,,,,,,,0,-2460.87
25.424,AutoTrader,0,1H519087,"Car, Compact",4D Sedan,Silver,12,HOND,CIVI,43959,21,,12100,382.77,12900.77,13990,1214.23,0,0,0,0,,,,,,,,0,1214.23
7.045,Cars.com,0,4G127041,"Truck, Large Pick-up",2D Standard Cab,White,14,RAMT,RAMT15,8767,51,7500,22220,385.48,23023.48,21994,-904.48,612.36,0,392,0,,,,,,,,1004.36,99.88
752.194,Cargurus,450,5MV41399,"Car, Luxury High",4D Sedan,Black,13,JAGU,XJL,22613,55,,69495,1320.95,71233.95,69369,-1739.95,300,1000,0,0,,,,,,,,1300,-439.95
218.913,Craigslist,150,4X252765,"Truck, Large Pick-up",4D CrewMax,Gray,12,TOYO,TUND,16335,127,,36000,919.4,37337.4,36816,-396.4,1572.48,1000,0,555,,,,,,,,3127.48,2731.08
203.176,eBay,150,5L000528,"Car, Luxury High",4D Hatchback,White,15,PORS,PANA,3956,20,70000,80345,248.75,81011.75,83788,2901.25,3435.05,1000,392,555,,,,,,,,5382.05,8283.3
0,Dealer,0,5D536293,"SUV, Compact Sport Utility",4D Sport Utility,Silver,14,JEEP,CMPSS,3242,169,,14775,492.75,15685.75,14900,-785.75,0,0,0,0,,,,,,,,0,-785.75
105.049,Craigslist,150,4X048215,"Truck, Small Pick-up",4D Double Cab,White,13,TOYO,TACO,14987,41,,28120,882.01,29420.01,27997,-1298.01,0,0,0,0,,,,,,,,0,-1298.01
471.348,eBay,0,4EA00115,"Truck, Large Pick-up",,Brown,15,FORD,F250,10621,24,21000,32825,986.36,34229.36,32994,-1110.36,0,0,0,0,,,,,,,,0,-1110.36
884.661,AutoTrader,0,5EA19822,"Truck, Large Pick-up",4D Crew Cab,White,14,FORD,F350,36714,120,,47140,1130.25,48688.25,47323,-1240.25,2487.24,1000,0,0,,,,,,,,3487.24,2246.99
240.227,AutoTrader,0,4C140921,"SUV, Luxury Sport Utility",4D Sport Utility,White,14,LEXU,RX350,8540,36,,35000,497.97,35915.97,37885,2094.03,0,0,0,555,,,,,,,,555,2649.03
34.695,Cars.com,0,4M384182,"Car, Luxury Sport",2D Coupe,White,13,NISS,370Z,3197,81,,24475,520.01,25413.01,25316,27.99,0,0,0,0,,,,,,,,0,27.99
22.355,eBay,0,4KE69121,"Truck, Large Pick-up",4D SuperCrew,Green,13,FORD,F150,16182,29,29000,30440,581.27,31439.27,31987,672.73,0,0,0,555,,,,,,,,555,1227.73
0,eBay,0,5M620032,"Car, Luxury",4D Sedan,White,12,INFI,G37,32285,64,,22345,540.67,23303.67,22587,-591.67,0,0,0,0,,,,,,,,0,-591.67
20.536,Cargurus,0,5T259656,"Car, Subcompact",2D Hatchback,Green,12,MINI,COOPER,28684,16,,15745,772.33,16935.33,17499,688.67,495.19,1000,0,555,,,,,,,,2050.19,2738.86
296.368,eBay,0,5M382924,"Car, Luxury Sport",2D Coupe,Red,13,NISS,370Z,9452,47,,24690,906.65,26014.65,26537,647.35,0,0,0,555,,,,,,,,555,1202.35
1033.598,eBay,0,4R321478,"SUV, Large Sport Utility",4D Sport Utility,Black,12,CHEV,SUBUC,55244,15,15000,29020,1879.21,31317.21,31487,294.79,0,0,0,0,,,,,,,,0,294.79
296.888,eBay,0,5MB44228,"Car, Luxury Sport",2D Coupe,Red,12,JAGU,XKRS,18821,107,36500,67800,2260.65,70478.65,68987,-1366.65,0,0,0,555,,,,,,,,555,-811.65
11.894,Cars.com,0,5A711585,"SUV, Luxury Sport Utility",4D Sport Utility,,11,LAND,RGRVSP,41282,93,11000,35300,1071.67,36789.67,36979,314.33,0,0,0,0,,,,,,,,0,314.33
39.868,Cargurus,0,4FB20075,"Truck, Large Pick-up",4D SuperCrew,White,13,FORD,F150,19698,17,,39185,349.44,39952.44,40995,1167.56,0,0,0,0,,,,,,,,0,1167.56
1600.252,AutoTrader,0,5S140629,"Car, Luxury Sport",2D Cabriolet,Gray,13,PORS,911,8017,33,,78325,1016.45,79759.45,79997,362.55,0,0,0,0,,,,,,,,0,362.55
0,Cars.com,0,5H524533,"Car, Sport",2D Coupe,Orange,9,DODG,CHAL,2906,42,,29780,360.4,30558.4,31966,1532.6,931.39,1000,392,885,,,,,,,,3208.39,4740.99
79.866,eBay,0,4C869645,"Car, Intermediate",4D Sedan,White,11,NISS,MAXIN,35499,58,2500,18850,1030.93,20298.93,19957,-216.93,0,1000,392,0,,,,,,,,1392,1175.07
133.92,AutoTrader,0,4G305736,"Truck, Large Pick-up",4D Crew Cab,Silver,12,CHEV,AVALC,34383,137,46500,26695,636.09,27749.09,28592,967.91,0,0,0,0,,,,,,,,0,967.91
20.367,Cargurus,0,4B008338,"Truck, Small Pick-up",4D Crew Cab,Black,11,HOND,RIDGLN,35641,12,,26115,966.09,27499.09,27491,116.91,1295.78,400,0,1085,,,,,,,,2780.78,2897.69
103.13,eBay,0,4N805443,"SUV, Intermediate Sport Utility",4D Sport Utility,Black,14,NISS,XTER,25905,24,,19965,700.85,21083.85,20965,6.15,599.26,1000,342,885,,,,,,,,2826.26,2832.41
8.423,Unknown,0,4J249212,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,11,CHEV,TRAV,58208,65,0,17420,1108.89,18946.89,18966,144.11,0,0,392,0,,,,,,,,392,536.11
23.693,Cargurus,0,4G119749,"Truck, Large Pick-up",4D Crew Cab,White,9,GMC,SIER15,51189,11,5000,23715,1269.75,25402.75,25986,708.25,0,0,0,0,,,,,,,,0,708.25
1241.038,AutoTrader,750,5G283639,"Truck, Large Pick-up",4D Sport Utility,Black,11,CADI,ESCALX,37326,106,23000,40300,1784.47,42502.47,41944,-433.47,274,1000,0,0,,,,,,,,1274,840.53
9.122,Cargurus,0,4H574389,"Car, Intermediate",4D Sedan,Black,13,DODG,CHARO,33106,22,,24120,1433.31,25971.31,26980,1133.69,0,0,0,555,,,,,,,,555,1688.69
1110.742,eBay,450,4N229461,"Car, Intermediate",4D Sedan,White,14,NISS,ALTIMA,6475,22,,22920,1044.66,24382.66,23997,-260.66,0,0,0,0,,,,,,,,0,-260.66
377.806,eBay,250,3F738274,"Car, Luxury",2D Coupe,,12,MB,C350C,26824,230,28500,27775,2286.76,30479.76,27942,-2412.76,300,0,0,0,,,,,,,,300,-2112.76
215.806,AutoTrader,200,4X153554,"Truck, Large Pick-up",4D CrewMax,Brown,14,TOYO,TUND,13999,41,,35670,474.74,36562.74,37490,1052.26,0,0,0,0,,,,,,,,0,1052.26
819.814,eBay,700,5M621298,"Car, Luxury",4D Sedan,Black,12,INFI,G37,12591,62,,22945,1300.15,24663.15,24699,160.85,204.5,0,0,0,,,,,,,,204.5,365.35
1069.161,eBay,0,9B102327,"Van, Small Van",4D Passenger Van,White,14,HOND,ODYS,8156,41,2100,29000,1234.69,30652.69,30994,466.31,0,0,0,0,,,,,,,,0,466.31
924.921,Cars.com,450,5S706085,"Car, Luxury Sport",2D Coupe,Gray,12,PORS,911,10631,49,,59705,1070.07,61193.07,64997,3928.93,300,0,0,0,,,,,,,,300,4228.93
826.279,eBay,750,5S121877,"Car, Luxury Sport",2D Coupe,White,14,PORS,911,1300,42,,96505,1783.74,98706.74,99878,1296.26,0,0,0,0,,,,,,,,0,1296.26
938.608,eBay,450,5N011877,"Car, Luxury Sport",4D Sedan,White,13,AUDI,S8QUAT,13845,96,20500,71700,2115.19,74233.19,74916,807.81,1628.48,1000,0,0,,,,,,,,2628.48,3436.29
2254.702,eBay,450,5EA67338,"Truck, Large Pick-up",4D Crew Cab,Black,14,FORD,F250,10821,63,,48445,1069.6,49932.6,49978,170.4,0,0,0,0,,,,,,,,0,170.4
1215.536,eBay,750,5V703810,"Car, Luxury Sport",2D Convertible,Blue,1,CHRY,PROWL,8171,4,,28325,1351.42,30094.42,29987,17.58,0,0,0,0,,,,,,,,0,17.58
859.746,eBay,500,1C505527,"SUV, Intermediate Sport Utility",4D Sport Utility,,11,NISS,XTER,42019,56,,17000,2157.2,19575.2,19980,529.8,901.66,0,392,0,,,,,,,,1293.66,1823.46
9.295,Cars.com,0,4F207705,"Car, Intermediate",4D Sedan,Black,14,BUIC,LACRO,22830,90,,22225,771.92,23414.92,23899,609.08,0,0,0,0,,,,,,,,0,609.08
327.918,AutoTrader,200,8E717007,"Car, Luxury Sport",2D Convertible,Yellow,12,BMW,Z4S28I,6661,22,,32000,288.37,32706.37,33957,1375.63,681.26,0,0,0,,,,,,,,681.26,2056.89
462.261,eBay,250,5G311537,"Truck, Large Pick-up",4D Crew Cab,Black,14,RAMT,RAMT35,2282,4,20000,43375,816.51,44609.51,46757,2272.49,0,0,0,0,,,,,,,,0,2272.49
4.986,Unknown,0,4L071127,"Car, Luxury High",4D Hatchback,White,12,PORS,PANA,48879,39,22000,45000,200,45618,51980,6487,0,0,0,0,,,,,,,,0,6487
1899.96,eBay,450,4H101554,"Car, Sport",2D Coupe,Silver,14,DODG,CHAL,8116,69,,38510,2226.77,41154.77,41368,338.23,130,1000,0,0,,,,,,,,1130,1468.23
1117.155,eBay,450,5T165297,"Car, Subcompact",2D Hatchback,Charcoal,14,FIAT,500ABRTH,6483,106,,15160,354.06,15932.06,15531,-276.06,120,1000,0,0,,,,,,,,1120,843.94
18.672,Cars.com,0,1B066067,"Van, Small Van",4D Passenger Van,,13,HOND,ODYS,22411,27,10000,29500,532.77,30450.77,32980,2654.23,0,0,0,0,,,,,,,,0,2654.23
29.264,Cargurus,0,4S410896,"Van, Small Van",4D Passenger Van,Gray,14,TOYO,SIENNA,18498,36,,29040,740.87,30198.87,31724,1650.13,0,0,0,0,,,,,,,,0,1650.13
0,Dealer,0,5H500208,"SUV, Luxury Sport Utility",4D Sport Utility,Gray,12,ACUR,ZDX,40648,100,,28975,1485.8,30878.8,29787,-1091.8,0,0,0,0,,,,,,,,0,-1091.8
0,Dealer,0,4FB27193,"Truck, Large Pick-up",4D SuperCrew,Black,13,FORD,F150,25536,174,,48285,1707.93,50410.93,50394,-16.93,0,1000,0,0,,,,,,,,1000,983.07
633.41,eBay,0,5L055556,"Car, Luxury High",4D Hatchback,White,14,PORS,PANA,18725,62,,87415,1110.95,88943.95,88993,174.05,0,0,0,0,,,,,,,,0,174.05
414.643,eBay,0,5A047459,"Car, Luxury High",4D Sedan,Black,12,MB,CLS5C4,29303,57,,44500,997.16,45915.16,45994,203.84,0,0,0,0,,,,,,,,0,203.84
316.978,Cargurus,0,5C656795,"SUV, Intermediate Sport Utility",4D Sport Utility,Silver,11,JEEP,GRANC,30778,106,,22270,366.19,23054.19,21979,-950.19,0,0,0,0,,,,,,,,0,-950.19
1675.058,eBay,750,4S710132,"Car, Luxury Sport",2D Convertible,Red,12,PORS,BOX,13691,54,10500,36500,1513.18,38431.18,38968,661.82,0,0,0,0,,,,,,,,0,661.82
576.373,eBay,350,5T022114,"Car, Compact",4D Hatchback,Silver,12,NISS,LEAF,23432,84,,10605,1642.15,12665.15,12685,144.85,605.3,0,0,0,,,,,,,,605.3,750.15
